source_organization,source_indicator_code,previous_title,previous_decision,content_decision,player_title,plain_language_description,immediate_comprehension_score,gameplay_interest_score,uniqueness_score,reason,player_link_status,player_link_reason
FAOSTAT,QCL:'01354:5412,Highest strawberries yield,approved,approved,Highest strawberries yield,,94,86,86,Approved after title-by-title comprehension and gameplay review; the measure is understandable without specialized statistical knowledge.,needs_exact_url,No verified human-readable deep link showing the exact filtered data is currently stored; category remains non-playable.
FAOSTAT,QCL:'0117:5510,Largest oats production,approved,approved,Largest oats production,,94,86,86,Approved after title-by-title comprehension and gameplay review; the measure is understandable without specialized statistical knowledge.,needs_exact_url,No verified human-readable deep link showing the exact filtered data is currently stored; category remains non-playable.
World Bank,AG.LND.FRST.ZS,Highest forest coverage,approved,approved,Highest forest coverage,,92,86,86,Approved after title-by-title comprehension and gameplay review; the measure is understandable without specialized statistical knowledge.,exact,Official World Bank indicator page shows the indicator’s country data and chart.
World Bank,AG.LND.AGRI.ZS,Highest farmland share,excluded,excluded,,,,,,Near-duplicate of arable-land share.,not_applicable,Previously excluded from the catalog.
Natural Earth,longest-land-border,Longest total land border,approved,approved,Longest total land border,,94,91,86,Approved after title-by-title comprehension and gameplay review; the measure is understandable without specialized statistical knowledge.,unavailable,No official external webpage publishes the exact GeoStats-derived country ranking.
World Bank,AG.LND.ARBL.ZS,Highest arable-land share,approved,approved,Highest arable-land share,,94,86,86,Approved after title-by-title comprehension and gameplay review; the measure is understandable without specialized statistical knowledge.,exact,Official World Bank indicator page shows the indicator’s country data and chart.
World Bank,NE.GDI.TOTL.ZS,Highest investment share,approved,excluded,,,45,40,0,Too technical for immediate play: gross capital formation share is not self-explanatory.,not_applicable,Category is excluded by content review.
FAOSTAT,QCL:'21116:5417,"Highest Meat of goat, fresh or chilled yield",excluded,excluded,,,,,,"Obscure, redundant, narrowly processed, or weaker than a retained measure.",not_applicable,Previously excluded from the catalog.
FAOSTAT,QCL:'24310.01:5510,Largest beer production,approved,approved,Largest beer production,,94,86,86,Approved after title-by-title comprehension and gameplay review; the measure is understandable without specialized statistical knowledge.,needs_exact_url,No verified human-readable deep link showing the exact filtered data is currently stored; category remains non-playable.
World Bank,TX.VAL.TECH.CD,Largest high-tech exports,approved,approved,Largest high-tech exports,,94,86,86,Approved after title-by-title comprehension and gameplay review; the measure is understandable without specialized statistical knowledge.,exact,Official World Bank indicator page shows the indicator’s country data and chart.
WHO,WHS4_543,Highest tuberculosis vaccination rate,approved,approved,Highest tuberculosis vaccination rate,,94,86,86,Approved after title-by-title comprehension and gameplay review; the measure is understandable without specialized statistical knowledge.,needs_exact_url,No verified human-readable deep link showing the exact filtered data is currently stored; category remains non-playable.
FAOSTAT,QCL:'F1809:5510,"Largest Skim Milk & Buttermilk, Dry production",excluded,excluded,,,,,,"Obscure, redundant, narrowly processed, or weaker than a retained measure.",not_applicable,Previously excluded from the catalog.
FAOSTAT,QCL:'02951.01:5417,Highest Raw hides and skins of cattle yield,excluded,excluded,,,,,,Obscure or technical commodity definition removed.,not_applicable,Previously excluded from the catalog.
FAOSTAT,QCL:'22230.04:5510,"Largest Buttermilk, dry production",excluded,excluded,,,,,,"Obscure, redundant, narrowly processed, or weaker than a retained measure.",not_applicable,Previously excluded from the catalog.
FAOSTAT,QCL:'22110.02:5510,Largest Skim milk of cows production,excluded,excluded,,,,,,"Obscure, redundant, narrowly processed, or weaker than a retained measure.",not_applicable,Previously excluded from the catalog.
FAOSTAT,QCL:'2351f:5510,Largest cane and beet sugar production,approved,approved,Largest cane and beet sugar production,,94,86,86,Approved after title-by-title comprehension and gameplay review; the measure is understandable without specialized statistical knowledge.,needs_exact_url,No verified human-readable deep link showing the exact filtered data is currently stored; category remains non-playable.
FAOSTAT,QCL:'23540:5510,Largest Molasses production,excluded,excluded,,,,,,"Obscure, redundant, narrowly processed, or weaker than a retained measure.",not_applicable,Previously excluded from the catalog.
FAOSTAT,QCL:'01319:5312,"Largest Other tropical fruits, n.e.c. harvested area",excluded,excluded,,,,,,Harvested-area variant removed in favor of production or yield.,not_applicable,Previously excluded from the catalog.
FAOSTAT,QCL:'01321:5510,Largest grapefruits and pomelos production,approved,approved,Largest grapefruits and pomelos production,,94,86,86,Approved after title-by-title comprehension and gameplay review; the measure is understandable without specialized statistical knowledge.,needs_exact_url,No verified human-readable deep link showing the exact filtered data is currently stored; category remains non-playable.
FAOSTAT,QCL:'01321:5312,Largest Pomelos and grapefruits harvested area,excluded,excluded,,,,,,Harvested-area variant removed in favor of production or yield.,not_applicable,Previously excluded from the catalog.
FAOSTAT,QCL:'01324:5510,Largest mandarins and tangerines production,approved,approved,Largest mandarins and tangerines production,,94,86,86,Approved after title-by-title comprehension and gameplay review; the measure is understandable without specialized statistical knowledge.,needs_exact_url,No verified human-readable deep link showing the exact filtered data is currently stored; category remains non-playable.
FAOSTAT,QCL:'01242:5510,Largest green peas production,approved,approved,Largest green peas production,,94,86,86,Approved after title-by-title comprehension and gameplay review; the measure is understandable without specialized statistical knowledge.,needs_exact_url,No verified human-readable deep link showing the exact filtered data is currently stored; category remains non-playable.
FAOSTAT,QCL:'01921.01:5412,"Highest Seed cotton, unginned yield",excluded,excluded,,,,,,"Obscure, redundant, narrowly processed, or weaker than a retained measure.",not_applicable,Previously excluded from the catalog.
FAOSTAT,QCL:'01242:5312,"Largest Peas, green harvested area",excluded,excluded,,,,,,Harvested-area variant removed in favor of production or yield.,not_applicable,Previously excluded from the catalog.
FAOSTAT,QCL:'01318:5312,Largest Pineapples harvested area,excluded,excluded,,,,,,Harvested-area variant removed in favor of production or yield.,not_applicable,Previously excluded from the catalog.
FAOSTAT,QCL:'01354:5510,Largest strawberries production,approved,approved,Largest strawberries production,,94,86,86,Approved after title-by-title comprehension and gameplay review; the measure is understandable without specialized statistical knowledge.,needs_exact_url,No verified human-readable deep link showing the exact filtered data is currently stored; category remains non-playable.
FAOSTAT,QCL:'01445:5312,Largest Sunflower seed harvested area,excluded,excluded,,,,,,Harvested-area variant removed in favor of production or yield.,not_applicable,Previously excluded from the catalog.
FAOSTAT,QCL:'01354:5312,Largest Strawberries harvested area,excluded,excluded,,,,,,Harvested-area variant removed in favor of production or yield.,not_applicable,Previously excluded from the catalog.
FAOSTAT,QCL:'01445:5510,Largest sunflower seeds production,approved,approved,Largest sunflower seeds production,,94,86,86,Approved after title-by-title comprehension and gameplay review; the measure is understandable without specialized statistical knowledge.,needs_exact_url,No verified human-readable deep link showing the exact filtered data is currently stored; category remains non-playable.
FAOSTAT,QCL:'01345:5412,Highest peaches and nectarines yield,approved,approved,Highest peaches and nectarines yield,,94,86,86,Approved after title-by-title comprehension and gameplay review; the measure is understandable without specialized statistical knowledge.,needs_exact_url,No verified human-readable deep link showing the exact filtered data is currently stored; category remains non-playable.
FAOSTAT,QCL:'0117:5312,Largest Oats harvested area,excluded,excluded,,,,,,Harvested-area variant removed in favor of production or yield.,not_applicable,Previously excluded from the catalog.
FAOSTAT,QCL:'0117:5412,Highest oats yield,approved,approved,Highest oats yield,,94,86,86,Approved after title-by-title comprehension and gameplay review; the measure is understandable without specialized statistical knowledge.,needs_exact_url,No verified human-readable deep link showing the exact filtered data is currently stored; category remains non-playable.
