tracker_id,scope_type,category_title,domain,experience_bucket,semantic_family,source_candidate,source_indicator,common_year,country_coverage,integrity,user_note,requested_action,research_status,implementation_status,final_disposition,blocker_or_reason,source_url,validation_requirements,generation_priority_candidate
existing:EG.ELC.NGAS.ZS,existing_playable,Largest natural-gas share of electricity generation,Energy,,,World Bank,EG.ELC.NGAS.ZS,2023,111,verified,remove the dash,remove,existing_validated,pending_v16_2_6_reconciliation,,,https://data.worldbank.org/indicator/EG.ELC.NGAS.ZS,"Revalidate provenance, semantics, measurement metadata, player copy, family/domain, and generator priority.",
existing:EG.ELC.PETR.ZS,existing_playable,Largest oil share of electricity generation,Energy,,,World Bank,EG.ELC.PETR.ZS,2023,133,verified,,retain_and_audit,existing_validated,pending_v16_2_6_reconciliation,,,https://data.worldbank.org/indicator/EG.ELC.PETR.ZS,"Revalidate provenance, semantics, measurement metadata, player copy, family/domain, and generator priority.",
existing:1509,existing_playable,Largest olive-oil exports,Trade,,,UN Comtrade,1509,2025,80,verified,remove the dash,remove,existing_validated,pending_v16_2_6_reconciliation,,,https://comtradeplus.un.org/,"Revalidate provenance, semantics, measurement metadata, player copy, family/domain, and generator priority.",
existing:48,existing_playable,Largest paper exports,Trade,,,UN Comtrade,48,2024,130,verified,,retain_and_audit,existing_validated,pending_v16_2_6_reconciliation,,,https://comtradeplus.un.org/,"Revalidate provenance, semantics, measurement metadata, player copy, family/domain, and generator priority.",
existing:AG.LND.CROP.ZS,existing_playable,Largest permanent-cropland share of land,Agriculture,,,World Bank,AG.LND.CROP.ZS,2023,190,verified,,retain_and_audit,existing_validated,pending_v16_2_6_reconciliation,,,https://data.worldbank.org/indicator/AG.LND.CROP.ZS,"Revalidate provenance, semantics, measurement metadata, player copy, family/domain, and generator priority.",
existing:30,existing_playable,Largest pharmaceutical exports,Trade,,,UN Comtrade,30,2024,130,verified,,retain_and_audit,existing_validated,pending_v16_2_6_reconciliation,,,https://comtradeplus.un.org/,"Revalidate provenance, semantics, measurement metadata, player copy, family/domain, and generator priority.",
existing:QCL:'02140:5111,existing_playable,Largest pig population,Livestock,,,FAOSTAT,QCL:'02140:5111,2024,164,verified,,retain_and_audit,existing_validated,pending_v16_2_6_reconciliation,,,https://www.fao.org/faostat/en/#data/QCL,"Revalidate provenance, semantics, measurement metadata, player copy, family/domain, and generator priority.",
existing:39,existing_playable,Largest plastics exports,Trade,,,UN Comtrade,39,2024,131,verified,,retain_and_audit,existing_validated,pending_v16_2_6_reconciliation,,,https://comtradeplus.un.org/,"Revalidate provenance, semantics, measurement metadata, player copy, family/domain, and generator priority.",
existing:SP.POP.TOTL,existing_playable,Largest population,Population,,,World Bank,SP.POP.TOTL,2025,194,verified,,retain_and_audit,existing_validated,pending_v16_2_6_reconciliation,,,https://data.worldbank.org/indicator/SP.POP.TOTL,"Revalidate provenance, semantics, measurement metadata, player copy, family/domain, and generator priority.",
existing:PEW_RELIGION_2020_OTHER_RELIGIONS_POPULATION,existing_playable,Largest population following other religions,Religion,,,Pew Research Center,PEW_RELIGION_2020_OTHER_RELIGIONS_POPULATION,2020,179,verified,"Need to define what is not included in other - great category though, never seen it",retain_priority_exposure,existing_validated,pending_v16_2_6_reconciliation,,,https://www.pewresearch.org/religion/feature/religious-composition-by-country-2010-2020/,"Revalidate provenance, semantics, measurement metadata, player copy, family/domain, and generator priority.",
existing:EN.URB.MCTY,existing_playable,Largest population in urban agglomerations of more than 1 million,Infrastructure,,,World Bank,EN.URB.MCTY,2025,119,verified,I don’t know what this means,clarify_or_remove,existing_validated,pending_v16_2_6_reconciliation,,,https://data.worldbank.org/indicator/EN.URB.MCTY,"Revalidate provenance, semantics, measurement metadata, player copy, family/domain, and generator priority.",
existing:0701,existing_playable,Largest potato exports,Trade,,,UN Comtrade,0701,2025,74,verified,,retain_and_audit,existing_validated,pending_v16_2_6_reconciliation,,,https://comtradeplus.un.org/,"Revalidate provenance, semantics, measurement metadata, player copy, family/domain, and generator priority.",
existing:0207,existing_playable,Largest poultry meat exports,Trade,,,UN Comtrade,0207,2025,79,verified,,retain_and_audit,existing_validated,pending_v16_2_6_reconciliation,,,https://comtradeplus.un.org/,"Revalidate provenance, semantics, measurement metadata, player copy, family/domain, and generator priority.",
existing:ER.MRN.PTMR.ZS,existing_playable,Largest protected share of territorial waters,Climate,,,World Bank,ER.MRN.PTMR.ZS,2025,154,verified,,retain_and_audit,existing_validated,pending_v16_2_6_reconciliation,,,https://data.worldbank.org/indicator/ER.MRN.PTMR.ZS,"Revalidate provenance, semantics, measurement metadata, player copy, family/domain, and generator priority.",
existing:86,existing_playable,Largest railway-equipment exports,Trade,,,UN Comtrade,86,2025,87,verified,,retain_and_audit,existing_validated,pending_v16_2_6_reconciliation,,,https://comtradeplus.un.org/,"Revalidate provenance, semantics, measurement metadata, player copy, family/domain, and generator priority.",
existing:PEW_RELIGION_2020_UNAFFILIATED_POPULATION,existing_playable,Largest religiously unaffiliated population,Religion,,,Pew Research Center,PEW_RELIGION_2020_UNAFFILIATED_POPULATION,2020,179,verified,"Great Category, never seen it in gameplay",retain_priority_exposure,existing_validated,pending_v16_2_6_reconciliation,,,https://www.pewresearch.org/religion/feature/religious-composition-by-country-2010-2020/,"Revalidate provenance, semantics, measurement metadata, player copy, family/domain, and generator priority.",
existing:BX.TRF.PWKR.DT.GD.ZS,existing_playable,Largest remittances received as a share of GDP,Economy,,,World Bank,BX.TRF.PWKR.DT.GD.ZS,2024,156,verified,,retain_and_audit,existing_validated,pending_v16_2_6_reconciliation,,,https://data.worldbank.org/indicator/BX.TRF.PWKR.DT.GD.ZS,"Revalidate provenance, semantics, measurement metadata, player copy, family/domain, and generator priority.",
existing:1006,existing_playable,Largest rice exports,Trade,,,UN Comtrade,1006,2025,87,verified,,retain_and_audit,existing_validated,pending_v16_2_6_reconciliation,,,https://comtradeplus.un.org/,"Revalidate provenance, semantics, measurement metadata, player copy, family/domain, and generator priority.",
existing:40,existing_playable,Largest rubber-product exports,Trade,,,UN Comtrade,40,2024,130,verified,,retain_and_audit,existing_validated,pending_v16_2_6_reconciliation,,,https://comtradeplus.un.org/,"Revalidate provenance, semantics, measurement metadata, player copy, family/domain, and generator priority.",
existing:BX.GSR.NFSV.CD,existing_playable,Largest service exports,Economy,,,World Bank,BX.GSR.NFSV.CD,2024,161,verified,,retain_and_audit,existing_validated,pending_v16_2_6_reconciliation,,,https://data.worldbank.org/indicator/BX.GSR.NFSV.CD,"Revalidate provenance, semantics, measurement metadata, player copy, family/domain, and generator priority.",
existing:BM.GSR.NFSV.CD,existing_playable,Largest service imports,Economy,,,World Bank,BM.GSR.NFSV.CD,2024,161,verified,,retain_and_audit,existing_validated,pending_v16_2_6_reconciliation,,,https://data.worldbank.org/indicator/BM.GSR.NFSV.CD,"Revalidate provenance, semantics, measurement metadata, player copy, family/domain, and generator priority.",
existing:EG.USE.CRNW\.ZS,existing_playable,Largest share of energy from biomass and waste,Energy,,,World Bank,EG.USE.CRNW\.ZS,2023,143,verified,,retain_and_audit,existing_validated,pending_v16_2_6_reconciliation,,,https://data.worldbank.org/indicator/EG.USE.CRNW.ZS,"Revalidate provenance, semantics, measurement metadata, player copy, family/domain, and generator priority.",
existing:ER.H2O.FWAG.ZS,existing_playable,Largest share of freshwater withdrawals used by agriculture,Agriculture,,,World Bank,ER.H2O.FWAG.ZS,2022,177,verified,,retain_and_audit,existing_validated,pending_v16_2_6_reconciliation,,,https://data.worldbank.org/indicator/ER.H2O.FWAG.ZS,"Revalidate provenance, semantics, measurement metadata, player copy, family/domain, and generator priority.",
existing:AG.LND.AGRI.ZS,existing_playable,Largest share of land used for agriculture,Agriculture,,,World Bank,AG.LND.AGRI.ZS,2023,193,verified,,retain_and_audit,existing_validated,pending_v16_2_6_reconciliation,,,https://data.worldbank.org/indicator/AG.LND.AGRI.ZS,"Revalidate provenance, semantics, measurement metadata, player copy, family/domain, and generator priority.",
existing:EN.URB.MCTY.TL.ZS,existing_playable,Largest share of population in million-plus urban areas,Climate,,,World Bank,EN.URB.MCTY.TL.ZS,2025,119,verified,,retain_and_audit,existing_validated,pending_v16_2_6_reconciliation,,,https://data.worldbank.org/indicator/EN.URB.MCTY.TL.ZS,"Revalidate provenance, semantics, measurement metadata, player copy, family/domain, and generator priority.",
existing:EN.POP.SLUM.UR.ZS,existing_playable,Largest share of urban population living in slums,Economy,,,World Bank,EN.POP.SLUM.UR.ZS,2022,170,verified,,retain_and_audit,existing_validated,pending_v16_2_6_reconciliation,,,https://data.worldbank.org/indicator/EN.POP.SLUM.UR.ZS,"Revalidate provenance, semantics, measurement metadata, player copy, family/domain, and generator priority.",
existing:EN.URB.LCTY.UR.ZS,existing_playable,Largest share of urban population living in the largest city,Infrastructure,,,World Bank,EN.URB.LCTY.UR.ZS,2025,150,verified,,retain_and_audit,existing_validated,pending_v16_2_6_reconciliation,,,https://data.worldbank.org/indicator/EN.URB.LCTY.UR.ZS,"Revalidate provenance, semantics, measurement metadata, player copy, family/domain, and generator priority.",
existing:QCL:'02122:5111,existing_playable,Largest sheep population,Livestock,,,FAOSTAT,QCL:'02122:5111,2024,171,verified,,retain_and_audit,existing_validated,pending_v16_2_6_reconciliation,,,https://www.fao.org/faostat/en/#data/QCL,"Revalidate provenance, semantics, measurement metadata, player copy, family/domain, and generator priority.",
existing:89,existing_playable,Largest ship exports,Trade,,,UN Comtrade,89,2025,87,verified,,retain_and_audit,existing_validated,pending_v16_2_6_reconciliation,,,https://comtradeplus.un.org/,"Revalidate provenance, semantics, measurement metadata, player copy, family/domain, and generator priority.",
existing:1201,existing_playable,Largest soybean exports,Trade,,,UN Comtrade,1201,2025,77,verified,,retain_and_audit,existing_validated,pending_v16_2_6_reconciliation,,,https://comtradeplus.un.org/,"Revalidate provenance, semantics, measurement metadata, player copy, family/domain, and generator priority.",
existing:09,existing_playable,Largest spice exports,Trade,,,UN Comtrade,09,2024,130,verified,,retain_and_audit,existing_validated,pending_v16_2_6_reconciliation,,,https://comtradeplus.un.org/,"Revalidate provenance, semantics, measurement metadata, player copy, family/domain, and generator priority.",
existing:population:coa:stateless,existing_playable,Largest stateless population,Displacement,,,UNHCR,population:coa:stateless,2025,94,verified,"Define stateless - is this just a refugee? If so, don't we already have that with most refugees originating",clarify_or_remove,existing_validated,pending_v16_2_6_reconciliation,,,https://www.unhcr.org/refugee-statistics/,"Revalidate provenance, semantics, measurement metadata, player copy, family/domain, and generator priority.",
existing:1701,existing_playable,Largest sugar exports,Trade,,,UN Comtrade,1701,2025,87,verified,,retain_and_audit,existing_validated,pending_v16_2_6_reconciliation,,,https://comtradeplus.un.org/,"Revalidate provenance, semantics, measurement metadata, player copy, family/domain, and generator priority.",
existing:AG.SRF.TOTL.K2,existing_playable,Largest surface area,Agriculture,,,World Bank,AG.SRF.TOTL.K2,2023,194,verified,"Great Category, never seen it in gameplay",retain_priority_exposure,existing_validated,pending_v16_2_6_reconciliation,,,https://data.worldbank.org/indicator/AG.SRF.TOTL.K2,"Revalidate provenance, semantics, measurement metadata, player copy, family/domain, and generator priority.",
existing:GC.TAX.TOTL.GD.ZS,existing_playable,Largest tax-revenue share of GDP,Government,,,World Bank,GC.TAX.TOTL.GD.ZS,2023,110,verified,"Great Category, never seen it in gameplay",retain_priority_exposure,existing_validated,pending_v16_2_6_reconciliation,,,https://data.worldbank.org/indicator/GC.TAX.TOTL.GD.ZS,"Revalidate provenance, semantics, measurement metadata, player copy, family/domain, and generator priority.",
existing:0902,existing_playable,Largest tea exports,Trade,,,UN Comtrade,0902,2025,88,verified,,retain_and_audit,existing_validated,pending_v16_2_6_reconciliation,,,https://comtradeplus.un.org/,"Revalidate provenance, semantics, measurement metadata, player copy, family/domain, and generator priority.",
existing:8517,existing_playable,Largest telephone exports,Trade,,,UN Comtrade,8517,2025,90,verified,,retain_and_audit,existing_validated,pending_v16_2_6_reconciliation,,,https://comtradeplus.un.org/,"Revalidate provenance, semantics, measurement metadata, player copy, family/domain, and generator priority.",
existing:0702,existing_playable,Largest tomato exports,Trade,,,UN Comtrade,0702,2025,74,verified,,retain_and_audit,existing_validated,pending_v16_2_6_reconciliation,,,https://comtradeplus.un.org/,"Revalidate provenance, semantics, measurement metadata, player copy, family/domain, and generator priority.",
existing:ER.FSH.PROD.MT,existing_playable,Largest total fisheries production,Environment,,,World Bank,ER.FSH.PROD.MT,2024,194,verified,,retain_and_audit,existing_validated,pending_v16_2_6_reconciliation,,,https://data.worldbank.org/indicator/ER.FSH.PROD.MT,"Revalidate provenance, semantics, measurement metadata, player copy, family/domain, and generator priority.",
